"id","field","kept_value","all_values","study_count"
"novell-inc","entity_name","Novell, Inc.","Novell Inc. || Novell, Inc.","5"
"novell-inc","sector","Networking Software","Networking Software || networking software || networking-software || operating-system","5"
"novell-inc","successor","Attachmate (2011) -> Micro Focus (2014) -> OpenText (2023)","Attachmate (2011) || Attachmate (2011) -> Micro Focus (2014) -> OpenText (2023) || Attachmate 2011 -> Micro Focus 2014 -> OpenText 2023","5"
"novell-inc","years_active","1979-2011","1979-2011 || 1979-2014","5"
"novell-inc","notes","NOS technology and market-share leader; NetWare and IntranetWare.","Kastner predicted decline; fully validated || NOS technology and market-share leader; NetWare and IntranetWare. || NetWare cited as workgroup OS partner for ITT Hartford || NetWare cited as workgroup server OS || NetWare/SUSE vendor","5"
"novient","entity_name","Novient, Inc.","Novient || Novient, Inc.","2"
"novient","sector","professional-services-software","PSA-software || professional-services-software","2"
"novient","status","dissolved","acquired || dissolved","2"
"novient","successor","acquired 2002","Planview || acquired 2002","2"
"novient","years_active","1996-2002","1996-2002 || 1999-2002","2"
"novient","notes","Early PSA vendor; Andersen Consulting adopted Novient PSA 2000; promoted SPO with Gartner","Early PSA vendor; Andersen Consulting adopted Novient PSA 2000; promoted SPO with Gartner || Resource and skills management PSA; acquired by PlanView","2"
"npd-group","entity_name","NPD Group, Inc.","NPD Group Inc. || NPD Group, Inc.","2"
"npd-group","successor","Circana (2022 merger with IRI)","Circana (2022 merger with IRI) || Circana (merged with IRI 2023)","2"
"npd-group","notes","Market researcher cited on rebate prevalence: ~1/3 of PC gear, >20% of digital cameras/camcorders/LCD TVs","Market researcher cited on rebate prevalence: ~1/3 of PC gear, >20% of digital cameras/camcorders/LCD TVs || US consumer market research firm; renamed Circana 2022","2"
"nsi-software","notes","A Second Look|Kernochan, Wayne|Product Viewpoint|| |Aug-97|NSI Software Offers Performance and Availability Options for Windows NT","A Second Look|Kernochan, Wayne|Product Viewpoint|| |Aug-97|NSI Software Offers Performance and Availability Options for Windows NT || NSI Double-Take offered for data replication in smaller configurations.","2"
"nvidia","entity_name","NVIDIA Corporation","NVIDIA || NVIDIA Corporation || Nvidia || nVidia || nVidia Corp.","19"
"nvidia","sector","Semiconductor / Graphics","Semiconductor / Graphics || Semiconductors || ai-compute || gpu-manufacturing || semiconductor || semiconductors","19"
"nvidia","status","operating","active || operating","19"
"nvidia","years_active","1993-present","1993- || 1993-present","19"
"nvidia","notes","Acquired Mellanox in 2020 for $7B making NVIDIA the owner of InfiniBand; now dominant AI/HPC networking vendor","8x AGP alt || ARG-12 compute-supply exemplar || Acquired Mellanox in 2020 for $7B making NVIDIA the owner of InfiniBand; now dominant AI/HPC networking vendor || Cited as ATI's competitor in graphics processors. || Current Aberdeen target (+) || Discrete GPU maker; nForce brand powers 40% high-end AMD desktops and 75% recent AMD Opteron servers. || Discrete graphics competitor to Intel Larrabee project. || GPGPU/CUDA winner against Larrabee/Xeon Phi (THREAD-7); AI compute incumbent (THREAD-10) || GeForce FX vendor || Mobile/GPU competitor || Personal Cinema || Quadro4 500 Go GL GPU in CELSIUS workstation. || Report addressee || Scheduled side meeting at W Hotel across from Moscone. || Xbox GPU vendor, presumed TV-tuner partner","19"
"ny-times","notes","ons.  He has been quoted in numerous publications including The New York Times, The Wall Street Journal, Red Herring, and USA Today.   Chr","Original quote source (17 Apr 2003) || ns.  He has been quoted in numerous publications including _The New York Times, The Wall Street Journal, Red Herring,_ and _USA Today_ . || ons.  He has been quoted in numerous publications including The New York Times, The Wall Street Journal, Red Herring, and USA Today.   Chr","4"
"oaug","entity_name","Oracle Applications Users Group (OAUG)","Oracle Application User Group || Oracle Application User Group (OAUG) || Oracle Applications Users Group (OAUG)","3"
"oaug","sector","enterprise-software","computing-industry || enterprise-software || user-group","3"
"oaug","notes","User group referenced in archive; AppsWorld conference venue for Katherine Jones studies 2002; now Oracle User Group Network","Independent user association; rapprochement with Oracle at Apps World 2002 || User advocacy organization; merged with IOUG to form Quest in 2014 || User group referenced in archive; AppsWorld conference venue for Katherine Jones studies 2002; now Oracle User Group Network","3"
"oberon-software","entity_name","Oberon Software Inc.","Oberon Software || Oberon Software Inc.","5"
"oberon-software","sector","enterprise-software","EAI-software || eai || enterprise-software","5"
"oberon-software","status","dissolved","acquired || dissolved || unknown","5"
"oberon-software","successor","OnDisplay (Jan 2000, $181M stock swap); subsequently Vignette (2000), Open Text (2009)","OnDisplay (Jan 2000, $181M stock swap); subsequently Vignette (2000), Open Text (2009) || unknown","5"
"oberon-software","years_active","1995-2000","1990s || 1995-2000 || 1995-2002","5"
"oberon-software","notes","ation|||||143| ||New Era of Networks, Inc.|(NEON)||||145| ||Oberon Software, Inc.|||||150| ||OnDisplay|||||154| ||OST Business Rules, L","Cambridge MA EAI vendor; acquired by OnDisplay Jan 2000 (verified 2026-04 via CNET/Computerworld) || Early EAI vendor; likely dissolved during post-dot-com consolidation || Named as EAI technology provider || ation|||||143| ||New Era of Networks, Inc.|(NEON)||||145| ||Oberon Software, Inc.|||||150| ||OnDisplay|||||154| ||OST Business Rules, L","5"
"obian-group","entity_name","Obian Group (Obian)","Obian Group || Obian Group (Obian)","4"
"obian-group","entity_type","company","company || firm","4"
"obian-group","sector","technology consulting","consulting || technology consulting","4"
"obian-group","status","unknown [REVIEW]","active || unknown || unknown [REVIEW]","4"
"obian-group","notes","Subject of the board page. SOX-404 IT controls / Mitiware / SEA / Emagineering offerings.","Aberdeen co-founder John Logan is CEO; Kastner later joined Obian. || Kastner consultancy after Aberdeen Group. || Listed in task cross-reference entities; referenced in Kastner's career context. || Subject of the board page. SOX-404 IT controls / Mitiware / SEA / Emagineering offerings.","4"
"object-design-inc","entity_name","Object Design, Inc.","Object Design Inc. || Object Design, Inc.","2"
"object-design-inc","sector","Object DBMS Software","Object DBMS Software || database-software","2"
"object-design-inc","status","dissolved","acquired || dissolved","2"
"object-design-inc","successor","Progress Software (2003)","Progress Software (2003) || unknown","2"
"object-design-inc","notes","ObjectStore pure ODBMS; revenue leader in ODBMS market; strong in telecom, finance, healthcare; extensive distributed object standards support","ObjectStore ODBMS vendor || ObjectStore pure ODBMS; revenue leader in ODBMS market; strong in telecom, finance, healthcare; extensive distributed object standards support","2"
"object-management-group","entity_name","Object Management Group (OMG)","Object Management Group || Object Management Group (OMG)","6"
"object-management-group","entity_type","standards-body","institution || organization || standards-body","6"
"object-management-group","sector","Open Standards","Open Standards || standards || standards-body","6"
"object-management-group","notes","role_in_study=standards-authority; status_notes=OMG remains active as the standards body for CORBA and UML among other specifications.; hq_location=Milford, MA; source_url=https://www.omg.org/; status_at_pub=active; status_current=active","CORBA standard for object-oriented distributed systems || CORBA standard used as basis for Oracle ICX Object Request Broker || CORBA; headquartered outside Boston; standardizing object services and distributed object behavior || Headquartered outside Boston; standardizing distributed object service requests and behavior || Role: standards-body; Status: active; HQ: USA. Maintains CORBA and other OO standards; still active as of 2026 || role_in_study=standards-authority; status_notes=OMG remains active as the standards body for CORBA and UML among other specifications.; hq_location=Milford, MA; source_url=https://www.omg.org/; status_at_pub=active; status_current=active","6"
"ocean-spray-cranberries","notes","uld be automated: Some of these from my resume include:   - Ocean Spray Cranberries started as an ADL consulting assignment   2   - CitiBank la","Cranberry cooperative; Burroughs B1700 financial/order-entry client. || mos. However, I was deeply engaged as project leader in the Ocean Spray Cranberries project. With nowhere else to turn for substitution, I was || uld be automated: Some of these from my resume include:   - Ocean Spray Cranberries started as an ADL consulting assignment   2   - CitiBank la","3"
"office-max","entity_name","Office Max","Office Max || OfficeMax","3"
"office-max","sector","office-supplies-retail","PC-retail || office-supplies-retail","3"
"office-max","status","unknown","merged || unknown","3"
"office-max","years_active","[DEFERRED]","1988-2013 || [DEFERRED]","3"
"office-max","notes","(like CompUSA and Computer city), office superstores (like Office Max and Staples), as well as mass merchants (like Target and Wa","(like CompUSA and Computer city), office superstores (like Office Max and Staples), as well as mass merchants (like Target and Wa || National chain cited as rebate user || PC retail channel tracked in 2002-2003 pricing data; sku listings: 4 [REVIEW]","3"
"officedepot","notes","Retailer covered in weekly commentary 2002-11-03 [REVIEW]","Retailer covered in weekly commentary 2002-11-03 [REVIEW] || Retailer covered in weekly commentary 2002-11-17 [REVIEW]","2"
"oki-electric","entity_name","Oki Electric Industry","Oki Electric || Oki Electric Industry","2"
"oki-electric","sector","Electronics / Semiconductors","Electronics / Semiconductors || semiconductors","2"
"oki-electric","status","divested-semi-2008","active || divested-semi-2008","2"
"oki-electric","years_active","1881-present","1881- || 1881-present","2"
"oki-electric","notes","Named as external firm with production commitment to new PRC semiconductor plants","Foundry customer of new PRC 8-inch fabs. || Named as external firm with production commitment to new PRC semiconductor plants","2"
"olin-corp","notes","Borealis, Coca-Cola**<br>**FEMSA, Eastman Chemical,**<br>**Olin Corporation**| |**SmartOps**<br>**www.smartops.com**<br>|**Inventory op","Borealis, Coca-Cola**<br>**FEMSA, Eastman Chemical,**<br>**Olin Corporation**| |**SmartOps**<br>**www.smartops.com**<br>|**Inventory op || Named telephone respondent.","2"
"olivetti","entity_name","Ing. C. Olivetti & C. SpA","Ing. C. Olivetti & C. SpA || Ing. C. Olivetti & Co.","3"
"olivetti","sector","office-equipment-and-computer","computing-hardware || office-equipment-and-computer","3"
"olivetti","status","acquired","acquired || merged","3"
"olivetti","successor","TIM (Telecom Italia Mobile)","TIM (Telecom Italia Mobile) || TIM (Telecom Italia) (1999)","3"
"olivetti","years_active","1908-present","1908-1999 || 1908-present","3"
"olivetti","notes","Recent OEM agreement to distribute Stratus products in England/France/Italy; potentially $40M by 1985","$40M three-year OEM deal France/Italy/Spain/South Africa/South America + UK/W.Germany/Benelux || Multi-year Stratus international distribution agreement March 1982 || Recent OEM agreement to distribute Stratus products in England/France/Italy; potentially $40M by 1985","3"
"omnibox-inc","sector","interactive-TV, digital-broadcasting","interactive-TV, digital-broadcasting || interactive-television","2"
"omnibox-inc","years_active","1993-1998","1993-1998 || unknown","2"
"omnibox-inc","notes","Stamford CT startup; never achieved commercial rollout; patent filings confirmed 1993","Operating subsidiary; Stamford CT; incorporated under Delaware laws 1987 || Stamford CT startup; never achieved commercial rollout; patent filings confirmed 1993","2"
"omri-serlin","sector","technology standards / benchmarking","fault-tolerant-computing-analyst || industry-analyst || market-research || technology standards / benchmarking || technology/analyst","6"
"omri-serlin","status","unknown","active || unknown","6"
"omri-serlin","years_active","1980s-present","1980s-2000s || 1980s-present || 1988-1988","6"
"omri-serlin","notes","Respected OLTP analyst who had long advocated for an independent benchmark standards body; co-founded TPC with DEC's backing after Kastner's dinner meeting in Los Altos, CA.","Author/analyst of FT/OLTP markets; later founded TPC and FT Systems newsletter || Editor, Fault Tolerant Systems Newsletter; ITOM industry analyst || FTSN newsletter publisher; later TPC chair / TP analyst voice || Founder ITOM International Co. (Los Altos CA); benchmark newsletter publisher; key TPS analyst 1980s-90s || Respected OLTP analyst who had long advocated for an independent benchmark standards body; co-founded TPC with DEC's backing after Kastner's dinner meeting in Los Altos, CA. || TPC co-founder. Kastner committed DEC as first TPC member to Serlin over dinner in August 1988.","6"
"onyx-software","entity_name","ONYX Software","ONYX Software || Onyx Software","3"
"onyx-software","successor","Consona Corporation (2004)","Aptean (via Consona) || Consona Corporation (2004)","3"
"onyx-software","years_active","1994-2004","1994-2004 || 1994-2006","3"
"onyx-software","notes","Mid-market CRM vendor; IPO 1994; acquired by Consona Corporation (August 2006); Consona merged with CDC Software to form Aptean (2012).","Mid-market CRM vendor; IPO 1994; acquired by Consona Corporation (August 2006); Consona merged with CDC Software to form Aptean (2012). || Mid-market CRM; acquired by Consona in 2004 || twork Associates Inc.|||||119| ||Octane Software|||||121| ||Onyx Software|||||123| ||Oracle Corporation|||||125| ||OutReach Technolog","3"
"open-applications-group","notes","orative enterprises.  Organizations like RosettaNet and the Open Applications Group, Inc. (OAGI) are making important strides, ascribed to by the major soft","XML standards body for business apps. || orative enterprises.  Organizations like RosettaNet and the Open Applications Group, Inc. (OAGI) are making important strides, ascribed to by the major soft","4"
"open-market","entity_name","Open Market Inc.","Open Market || Open Market Inc.","2"
"open-market","sector","Internet Software / e-Commerce","B2B-ecommerce || Internet Software / e-Commerce","2"
"open-market","successor","FatWire Software -> Oracle (2011)","FatWire Software -> Oracle (2011) || unknown","2"
"open-market","years_active","1994-1999","1994-1999 || 1994-2001","2"
"open-market","notes","NASDAQ: OMKT; largest publicly traded ISV dedicated to sales/marketing EC; OM Transact; HTTP-based transaction processing; first EC patents; acquired Icentral","Internet commerce platform; acquired; Content Server product eventually reached Oracle via FatWire || NASDAQ: OMKT; largest publicly traded ISV dedicated to sales/marketing EC; OM Transact; HTTP-based transaction processing; first EC patents; acquired Icentral","2"
"open-market-inc","sector","e-commerce-software","e-commerce-software || electronic-commerce","2"
"open-market-inc","successor","Divine (acquired 2001) -> Soverain Software (e-commerce assets) + FatWire (CMS assets) -> Oracle (via FatWire 2011)","Divine (acquired 2001) -> Soverain Software (e-commerce assets) + FatWire (CMS assets) -> Oracle (via FatWire 2011) || Soverain Software / FatWire Software","2"
"open-market-inc","years_active","1994-2001","1994-2001 || 1994-2003","2"
"open-market-inc","notes","Cambridge MA; IPO raised $80M; acquired by Divine Inc. 2001 for ~$59M; Divine filed bankruptcy 2003","Cambridge MA; IPO raised $80M; acquired by Divine Inc. 2001 for ~$59M; Divine filed bankruptcy 2003 || e-commerce platform partner; acquired FutureTense 1999; ecommerce assets to Soverain Software ~2001","2"
"open-software-foundation","entity_type","organization","institution || organization","2"
"open-software-foundation","sector","Open Standards","Open Standards || standards","2"
"open-software-foundation","successor","Merged with X/Open into The Open Group (1996)","Merged with X/Open into The Open Group (1996) || The Open Group (1996)","2"
"open-software-foundation","notes","Role: standards-body; Status: merged; HQ: USA. Merged with X/Open in 1996 to form The Open Group; previously merged with Unix International in 1994","Role: standards-body; Status: merged; HQ: USA. Merged with X/Open in 1996 to form The Open Group; previously merged with Unix International in 1994 || Vendor consortium for open Unix standards; DCE/DME/Motif","2"
"open-systems-advisors","entity_type","institution","company || institution","2"
"open-systems-advisors","sector","IT-consulting","IT-consulting || Technology","2"
"open-systems-advisors","notes","Plaintiff in Crossroads trademark case; operator of a technology conference","Plaintiff alleging trademark infringement || Plaintiff in Crossroads trademark case; operator of a technology conference","2"
"openai","sector","artificial intelligence","ai-foundation-models || artificial intelligence || computing-industry","3"
"openai","years_active","2015-present","2015- || 2015-present","3"
"openai","notes","ChatGPT (2022) and GPT-4 (2023) — the LLM-era convergence endpoint for all threads in the arc; provides the 2022 baseline year for predictive distance calculations","ARG-12 compute-judgment inversion exemplar || ChatGPT (2022) and GPT-4 (2023) — the LLM-era convergence endpoint for all threads in the arc; provides the 2022 baseline year for predictive distance calculations || Creator of the GPT series of large language models referenced in the AI sidebar and main narrative.","3"
"openvision","sector","Enterprise Systems Management","Enterprise Systems Management || enterprise-software","2"
"openvision","successor","Veritas Software (acquired 1997)","Veritas (1997) || Veritas Software (acquired 1997)","2"
"openvision","years_active","1990-1997","1990-1997 || 1992-1997","2"
"openvision","notes","Named as example of competitor that struggled; 'after a difficult start-up phase, OpenVision was sold earlier this year' (1997). Acquired by Veritas Software.","Named as example of competitor that struggled; 'after a difficult start-up phase, OpenVision was sold earlier this year' (1997). Acquired by Veritas Software. || Systems management competitor cited","2"
"oracle","entity_name","Oracle Corporation","Oracle || Oracle Corporation","153"
"oracle","entity_type","organization","company || corporation || organization || vendor","153"
"oracle","sector","Database / Enterprise Software","Database / Enterprise Software || Enterprise Software || Enterprise Software/Database || RDBMS-software || database || database-enterprise-software || database-software || enterprise software || enterprise-software || software || technology","153"
"oracle","successor","N/A (active)","N/A (active) || [none] || active","153"
"oracle","years_active","1977-present","1977- || 1977-present || [DEFERRED]","153"
