"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","collection","notes"
"hp-openview","HP OpenView","application","Hewlett-Packard","1988-2012","mature","legacy-supported","aberdeen-1996-hp-networking-vision-workgroups","other-authors","Network management; HP OpenView Windows and Unix cited"
"fddi","FDDI (Fiber Distributed Data Interface)","protocol","ANSI","1987-2000","mature","obsolete","aberdeen-1996-hp-networking-vision-workgroups","other-authors","100 Mbps fiber ring; used in some surveyed networks"
"atm","ATM (Asynchronous Transfer Mode)","protocol","ATM Forum","1990-2005","emerging","obsolete","aberdeen-1996-hp-networking-vision-workgroups","other-authors","HP participating in ATM Forum; high-speed backbone technology"
"novell-netware","Novell NetWare","platform","Novell","1983-2009","mature","obsolete","aberdeen-1996-hp-networking-vision-workgroups","other-authors","Dominant early LAN OS in SMB market; being displaced by Windows NT"
"hp-praesidium","HP Praesidium Security Framework","framework","Hewlett-Packard","1996-2003","emerging","obsolete","aberdeen-1996-hp-praesidium-family","other-authors","Integrated security framework for Intranet/Internet transactions; VirtualVault + Authorization Server + ICF + ImagineCard"
"virtualvault","HP Praesidium VirtualVault","platform","Hewlett-Packard","1996-2003","emerging","obsolete","aberdeen-1996-hp-praesidium-family","other-authors","Trusted gateway; B1 class SecureWare; roles-based admin; deployed by Federal banks for Internet banking 1996"
"authorization-server","HP Praesidium Authorization Server","application","Hewlett-Packard","1996-2003","emerging","obsolete","aberdeen-1996-hp-praesidium-family","other-authors","Role-and-rules-based authorization; separated identity validation from back-end resources; high-availability replication"
"international-cryptography-framework","International Cryptography Framework (ICF)","framework","Hewlett-Packard","1996-2001","emerging","obsolete","aberdeen-1996-hp-praesidium-family","other-authors","HP standard to resolve national export controls on encryption; designed for global enterprise cryptography deployment"
"imaginecard","ImagineCard Smart Card","platform","HP/Gemplus/Informix","1996-1999","emerging","obsolete","aberdeen-1996-hp-praesidium-family","other-authors","Multi-credential smart card for authentication; planned but never achieved widespread adoption"
"x509-certificates","X.509 Digital Certificates","protocol","ITU-T/IETF","1988-present","emerging","active","aberdeen-1996-hp-praesidium-family","other-authors","Public-key certificate standard; Praesidium designed to integrate with X.509; now foundational to TLS/HTTPS"
"set-protocol","Secure Electronic Transfer (SET)","protocol","Visa/MasterCard","1996-2001","emerging","obsolete","aberdeen-1996-hp-praesidium-family","other-authors","Credit card payment protocol; HP Praesidium planned SET integration; eventually abandoned in favor of SSL/TLS"
"hp-openview","HP OpenView","framework","Hewlett-Packard","1988-2012","mature","obsolete","aberdeen-1996-hp-praesidium-family","other-authors","Network management framework; Praesidium security framework modeled on OpenView's success; succeeded by HP Service Manager and later ITSM tools"
"hp-vectra-xw","HP Vectra XW Personal Workstation","platform","Hewlett-Packard","1996-2002","emerging","obsolete","aberdeen-1996-hp-vectra-xw-personal-workstation","other-authors","Discontinued 2002 after HP-Compaq merger; replaced by Evo/Compaq lines"
"windows-nt","Windows NT Workstation","platform","Microsoft","1993-2001","emerging","obsolete","aberdeen-1996-hp-vectra-xw-personal-workstation","other-authors","NT 3.51 shipped with Vectra XW; evolved into Windows 2000, XP; NT brand retired 2001"
"pentium-pro","Intel Pentium Pro","platform","Intel","1995-1999","emerging","obsolete","aberdeen-1996-hp-vectra-xw-personal-workstation","other-authors","Dual 200 MHz Pentium Pro in top Vectra XW config; superseded by Pentium II"
"hp-visualize","HP VISUALIZE Unix Workstations","platform","Hewlett-Packard","1993-2002","mature","obsolete","aberdeen-1996-hp-vectra-xw-personal-workstation","other-authors","HP's premium Unix/RISC workstation line; positioned above Vectra XW for high-end compute"
"sgi-indigo2","Silicon Graphics Indigo2","platform","Silicon Graphics","1992-1997","mature","obsolete","aberdeen-1996-hp-vectra-xw-personal-workstation","other-authors","Primary Unix workstation benchmark competitor; production ended 1997-1998"
"opengl","OpenGL","framework","SGI/ARB","1992-present","emerging","active","aberdeen-1996-hp-vectra-xw-personal-workstation","other-authors","TX 2500 graphics card used OpenGL; still primary 3D graphics API"
"hp-openview","HP OpenView","application","Hewlett-Packard","1988-2012","mature","obsolete","aberdeen-1996-hp-vectra-xw-personal-workstation","other-authors","Network/systems management; renamed HP Network Node Manager; succeeded by HP Operations Manager Suite"
"bench95","TI Bench'95 Assembly Benchmarks","framework","Texas Instruments","1995-1997","emerging","obsolete","aberdeen-1996-hp-vectra-xw-personal-workstation","other-authors","59-operation suite based on PTC Pro/Engineer; used to demonstrate Vectra XW vs SGI Indigo2 price/performance"
"aix-4","IBM AIX 4","platform","IBM","1994-2001","emerging","legacy-supported","aberdeen-1996-ibm-aix-4-not-your-fathers-325","other-authors","Launched fall 1994; introduced SMP, VRMF versioning, JFS; successor versions AIX 5L, 6, 7 remain active through AIX 7.3"
"aix-325","IBM AIX 3.2.5","platform","IBM","1992-1996","mature","obsolete","aberdeen-1996-ibm-aix-4-not-your-fathers-325","other-authors","Frozen in 1995; required frequent PTFs; officially superseded by AIX 4"
"rs6000","IBM RS/6000","platform","IBM","1990-2002","mature","obsolete","aberdeen-1996-ibm-aix-4-not-your-fathers-325","other-authors","RISC workstation/server line; rebranded to IBM eServer pSeries in 2000"
"smp-symmetric-multiprocessing","Symmetric Multiprocessing (SMP)","framework","multiple","1990-present","emerging","active","aberdeen-1996-ibm-aix-4-not-your-fathers-325","other-authors","Key AIX 4 feature; AIX 4's SMP support was primary headline feature at launch"
"hacmp","IBM HACMP (High Availability Cluster Multi-Processing)","platform","IBM","1991-present","mature","active","aberdeen-1996-ibm-aix-4-not-your-fathers-325","other-authors","Clustering solution for AIX; improved significantly with AIX 4 compatibility; now IBM PowerHA"
"ptf","IBM PTF (Program Temporary Fix)","protocol","IBM","1960s-2000s","mature","obsolete","aberdeen-1996-ibm-aix-4-not-your-fathers-325","other-authors","Biweekly patch mechanism for AIX 3.2.5; replaced by VRMF in AIX 4"
"vrmf","IBM VRMF Versioning (Version.Release.Modification.Fix)","protocol","IBM","1994-present","emerging","active","aberdeen-1996-ibm-aix-4-not-your-fathers-325","other-authors","AIX 4's modular versioning scheme; replaced PTF chaos with structured update model"
"powerpc","PowerPC","platform","IBM/Motorola/Apple","1992-2012","emerging","legacy-supported","aberdeen-1996-ibm-aix-4-not-your-fathers-325","other-authors","Next-gen CPU for RS/6000; users delaying AIX upgrade were coupling OS+HW upgrade — a high-risk approach per Aberdeen"
"as400-advanced-series","IBM AS/400 Advanced Series","platform","IBM","1995-2000","emerging","legacy-supported","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","64-bit RISC; evolved to iSeries, System i, IBM i; still active as IBM i in 2026"
"backoffice","Microsoft BackOffice","platform","Microsoft","1994-2000","emerging","obsolete","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","Suite of NT Server, SQL Server, SNA Server, Mail Server, SMS; evolved into Windows Server"
"nt-server","Microsoft NT Server","platform","Microsoft","1993-2003","emerging","obsolete","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","Evolved through Windows 2000 Server into Windows Server; became dominant NOS by 2000"
"nt-workstation","Microsoft NT Workstation","platform","Microsoft","1993-2001","emerging","obsolete","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","Fat-client PC; 24 MB RAM recommended; $4,900 vs $1,940 for 5250 terminal per study"
"os400-v3","OS/400 Version 3","platform","IBM","1994-1998","mature","obsolete","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","Current AS/400 OS at time of study; included DB2/400 relational database"
"db2-400","DB2/400","application","IBM","1988-2000","mature","legacy-supported","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","Integrated relational DB in OS/400; evolved into Db2 for i; still active"
"sql-server-60","Microsoft SQL Server 6.0","application","Microsoft","1995-1998","emerging","obsolete","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","Released June 1995; component of BackOffice; evolved into SQL Server 2022+"
"cairo","Microsoft Cairo","platform","Microsoft","1996-canceled","emerging","obsolete","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","Object-oriented successor to NT; never shipped as described; absorbed into Windows 2000"
"fsiop","AS/400 FSIOP (File Server Input/Output Processor)","platform","IBM","1995-2002","emerging","obsolete","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","Intel processor board on AS/400 for NOS; could run LAN Manager; NT Server support anticipated"
"ibm-5250-terminal","IBM 5250 Terminal","platform","IBM","1977-2000","mature","obsolete","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","other-authors","$1,940 dual session terminal; key cost advantage vs $4,900 NT Workstation PC"
"os2-warp-server","IBM OS/2 Warp Server","platform","IBM","1996-2001","emerging","obsolete","aberdeen-1996-ibm-os2-warp-server","other-authors","Last major release Warp 4 (1996); IBM ended support Dec 31, 2006"
"lan-server-40","IBM LAN Server 4.0","platform","IBM","1994-1996","mature","obsolete","aberdeen-1996-ibm-os2-warp-server","other-authors","Integrated into OS/2 Warp Server"
"netware-4x","Novell NetWare 4.x","platform","Novell","1993-2009","mature","obsolete","aberdeen-1996-ibm-os2-warp-server","other-authors","Discontinued; replaced by Open Enterprise Server; lost market share to NT"
"nt-server-35x","Microsoft NT Server 3.5x","platform","Microsoft","1994-1997","emerging","obsolete","aberdeen-1996-ibm-os2-warp-server","other-authors","Evolved into Windows Server 2000 and successors; dominant NOS by 2000"
"dce","OSF Distributed Computing Environment (DCE)","framework","Open Software Foundation","1992-2000","emerging","legacy-supported","aberdeen-1996-ibm-os2-warp-server","other-authors","Basis for DSS; superceded by Active Directory and LDAP"
"dss-os2","Directory and Security Server (DSS)","application","IBM","1996-2001","emerging","obsolete","aberdeen-1996-ibm-os2-warp-server","other-authors","DCE-based enterprise directory add-on for OS/2 Warp Server"
"hpfs","High Performance File System (HPFS)","protocol","IBM/Microsoft","1988-2000","mature","obsolete","aberdeen-1996-ibm-os2-warp-server","other-authors","OS/2 native file system; provided uniprocessor performance advantage"
"tcp-ip","TCP/IP","protocol","IETF","1983-present","emerging","active","aberdeen-1996-ibm-os2-warp-server","other-authors","Internet protocol supported by OS/2 Warp Server"
"adsm","ADSM (AdStar Distributed Storage Manager)","application","IBM","1993-2001","mature","obsolete","aberdeen-1996-ibm-os2-warp-server","other-authors","Renamed Tivoli Storage Manager; OS/2 Warp Server could become ADSM client"
"netfinity","IBM NetFinity","application","IBM","1995-2002","emerging","obsolete","aberdeen-1996-ibm-os2-warp-server","other-authors","Systems management component included in OS/2 Warp Server"
"tivoli-tmf","Tivoli Management Framework (TMF)","framework","Tivoli/IBM","1993-2010","emerging","legacy-supported","aberdeen-1996-ibm-tivoli","other-authors","Umbrella framework for integrating/managing client-server environments; evolved into IBM Tivoli product suite"
"tme-10-enterprise-console","TME 10 Enterprise Console","application","Tivoli/IBM","1996-2005","emerging","obsolete","aberdeen-1996-ibm-tivoli","other-authors","Centralized top-down management console; policy-based; unified event management"
"tme-10-user-admin","TME 10 User Administration","application","Tivoli/IBM","1996-2005","emerging","obsolete","aberdeen-1996-ibm-tivoli","other-authors","Centralized user account control from OS/390 to Windows desktops"
"tme-10-software-dist","TME 10 Software Distribution","application","Tivoli/IBM","1996-2005","emerging","obsolete","aberdeen-1996-ibm-tivoli","other-authors","Central software patch/update distribution from OS/390 to desktops"
"tme-10-monitoring","TME 10 Distributed Monitoring","application","Tivoli/IBM","1996-2005","emerging","obsolete","aberdeen-1996-ibm-tivoli","other-authors","Threshold monitoring with automatic corrective actions; alerts to Enterprise Console"
"hp-openview","HP OpenView","platform","Hewlett-Packard","1992-2012","mature","obsolete","aberdeen-1996-ibm-tivoli","other-authors","Direct competitor; bottoms-up network management view; evolved into HP Network Node Manager then MicroFocus OpsBridge"
"ca-unicenter-tng","CA Unicenter TNG","platform","Computer Associates","1994-2010","mature","obsolete","aberdeen-1996-ibm-tivoli","other-authors","Direct competitor; comprehensive all-or-nothing approach; visual 3D management console"
"ibm-systemview","IBM SystemView","application","IBM","1990-2002","mature","obsolete","aberdeen-1996-ibm-tivoli","other-authors","IBM's legacy management platform; positioned to become well-behaved Tivoli application"
"ibm-netview","IBM NetView","application","IBM","1986-present","mature","active","aberdeen-1996-ibm-tivoli","other-authors","IBM network management; became Tivoli NetView; IBM NetView for z/OS still active"
"ibm-karat","IBM Karat Project","platform","IBM","1990-1996","emerging","obsolete","aberdeen-1996-ibm-tivoli","other-authors","IBM's internal management platform project; cancelled in favor of Tivoli acquisition"
"ibm-notes-domino","Lotus Notes / Domino","application","Lotus/IBM","1989-2024","mature","legacy-supported","aberdeen-1996-ibm-transformation-business-machines-information-service","other-authors","Internet-enabled Domino Notes released; IBM leveraged acquisition for network computing strategy"
"network-computing","Network Computing (IBM vision)","framework","IBM","1996-2005","emerging","legacy-supported","aberdeen-1996-ibm-transformation-business-machines-information-service","other-authors","IBM's unifying vision: open network-centric IT; precursor to cloud computing"
"os2","OS/2","platform","IBM","1987-2006","declining","obsolete","aberdeen-1996-ibm-transformation-business-machines-information-service","other-authors","IBM desktop OS; limited ISV support vs Windows; strategic liability identified by Aberdeen"
"ibm-db2","IBM DB2","application","IBM","1983-present","mature","active","aberdeen-1996-ibm-transformation-business-machines-information-service","other-authors","Aberdeen identifies DB2 as functional follower vs Oracle/Sybase/Informix"
"ibm-s390","IBM S/390 (Mainframe)","platform","IBM","1990-2000","mature","legacy-supported","aberdeen-1996-ibm-transformation-business-machines-information-service","other-authors","Evolving to IBM Z-series; mainframe migrations driving Y2K and services demand"
"ibm-as400","IBM AS/400","platform","IBM","1988-present","mature","legacy-supported","aberdeen-1996-ibm-transformation-business-machines-information-service","other-authors","Mentioned as formerly competing hardware division; now IBM i"
"ibm-rs6000","IBM RS/6000 / PowerPC","platform","IBM","1990-2003","mature","obsolete","aberdeen-1996-ibm-transformation-business-machines-information-service","other-authors","Unix server line; formerly competing internally with mainframe and AS/400 divisions"
"iq-liveweb","IQ/LiveWeb","application","IQ Software","1996-1999","emerging","obsolete","aberdeen-1996-iq-software-www-reporting","other-authors","Web-enabled enterprise reporting; April 16, 1996 introduction; $3,995-$19,995 pricing"
"iq-objects","IQ/Objects","framework","IQ Software","1993-1999","mature","obsolete","aberdeen-1996-iq-software-www-reporting","other-authors","Object-oriented query building blocks; precursor to IQ/LiveWeb"
"iq-smartserver","IQ/SmartServer","application","IQ Software","1996-1999","emerging","obsolete","aberdeen-1996-iq-software-www-reporting","other-authors","Scheduling and execution module; runs on Unix and Windows NT; publishes HTML to Web"
"iq-cyberlinks","IQ/CyberLinks","application","IQ Software","1996-1999","emerging","obsolete","aberdeen-1996-iq-software-www-reporting","other-authors","Hyperlinking and navigation software for cross-database drill-through"
"iq-vision","IQ/Vision","framework","IQ Software","1996-1999","emerging","obsolete","aberdeen-1996-iq-software-www-reporting","other-authors","Open architecture OLAP integration approach; slice/dice/drill-down"
"three-tier-architecture","Three-Tier Client-Server Architecture","framework","","1995-present","emerging","active","aberdeen-1996-iq-software-www-reporting","other-authors","Architectural pattern: browser client / application server / database; still foundation of modern web apps"
"html","Hypertext Markup Language (HTML)","protocol","W3C","1991-present","emerging","active","aberdeen-1996-iq-software-www-reporting","other-authors","Web publishing format; Aberdeen noted HTML worked poorly with Microsoft OLE in 1996"
"cgi","Common Gateway Interface (CGI)","protocol","IETF","1993-2010","emerging","legacy-supported","aberdeen-1996-iq-software-www-reporting","other-authors","Web server-application communication mechanism; largely replaced by REST APIs"
"odbc","Open Database Connectivity (ODBC)","protocol","Microsoft","1992-present","mature","active","aberdeen-1996-iq-software-www-reporting","other-authors","Standard database connectivity; still used in enterprise data access today"
"safesuite","ISS SAFEsuite","application","Internet Security Systems","1995-2006","emerging","obsolete","aberdeen-1996-iss-internet-security-systems","other-authors","Integrated security scanning suite; 5 products; used by NCSA for firewall certification; absorbed into IBM Security in 2006"
"realsecure","RealSecure","application","Internet Security Systems","1996-2006","emerging","obsolete","aberdeen-1996-iss-internet-security-systems","other-authors","Intrusion monitoring, detection and warning; real-time packet flow analysis; predecessor to modern SIEM"
"tcp-ip","TCP/IP Protocol","protocol","IETF","1983-present","mature","active","aberdeen-1996-iss-internet-security-systems","other-authors","Universal attack surface; ISS uses TCP/IP as common probe medium across all targets"
"satan","SATAN (Security Administrators Tool for Analyzing Networks)","application","open-source","1994-1997","declining","obsolete","aberdeen-1996-iss-internet-security-systems","other-authors","Free Unix-based network scanner; predecessor/competitor to SAFEsuite; required Unix expertise to build and operate"
"windows-nt-security","Windows NT Security Architecture","platform","Microsoft","1993-2000","emerging","obsolete","aberdeen-1996-iss-internet-security-systems","other-authors","NT security policies not enforced across network; Microsoft removed security controls from 3.51/4.0 that existed in 3.50"
"firewall-technology","Firewall Technology","application","multiple","1991-present","emerging","active","aberdeen-1996-iss-internet-security-systems","other-authors","Circuit-filter and proxy-server firewalls; ISS Firewall Scanner tests actual firewall effectiveness"
"vpn","Virtual Private Networks (VPN)","protocol","multiple","1994-present","emerging","active","aberdeen-1996-iss-internet-security-systems","other-authors","Early VPN deployment alongside stronger authentication; ISS products complement VPNs"
"khalix-21","Khalix 2.1","application","Longview Solutions","1996-2007","emerging","legacy-supported","aberdeen-1996-khalix-financial-awareness-competitive-advantage","other-authors","Integrated CPM; now part of insightsoftware Longview suite; announced May 1996"
"khalix-financial-warehouse","Khalix Financial Warehouse","application","Longview Solutions","1996-2007","emerging","legacy-supported","aberdeen-1996-khalix-financial-awareness-competitive-advantage","other-authors","$95,000 add-on for data warehouse components; runs on Informix, SQL Server, Oracle, Sybase"
"rolap","Relational OLAP (ROLAP)","framework","","1993-present","emerging","active","aberdeen-1996-khalix-financial-awareness-competitive-advantage","other-authors","Khalix's architectural approach; leverages RDBMS for multidimensional analysis; still used in modern EPM tools"
"essbase","Arbor Essbase","application","Arbor Software -> Hyperion -> Oracle","1992-present","mature","active","aberdeen-1996-khalix-financial-awareness-competitive-advantage","other-authors","Proprietary MOLAP engine competitor; Oracle Essbase still active in 2026"
"oracle-express","Oracle Express 6.0","application","Oracle","1994-2002","mature","obsolete","aberdeen-1996-khalix-financial-awareness-competitive-advantage","other-authors","Competitor; proprietary multidimensional database; replaced by Oracle OLAP and Essbase"
"oracle-financials","Oracle Financials","application","Oracle","1987-present","mature","active","aberdeen-1996-khalix-financial-awareness-competitive-advantage","other-authors","Direct competitor; offers parallelism and 64-bit enablement; now part of Oracle ERP Cloud"
"smp-servers","Symmetric Multiprocessing (SMP) Servers","platform","","1990-2010","emerging","legacy-supported","aberdeen-1996-khalix-financial-awareness-competitive-advantage","other-authors","Khalix designed to scale up on SMP; precursor to modern multi-core server architectures"
"olap","Online Analytical Processing (OLAP)","framework","","1993-present","emerging","active","aberdeen-1996-khalix-financial-awareness-competitive-advantage","other-authors","Core analytical paradigm; still active in modern BI and analytics platforms"
"lawson-oed","Lawson Open Enterprise Desktop (OED)","application","Lawson Software","1995-2000","emerging","obsolete","aberdeen-1996-lawson-software-desktop-workflow","other-authors","C/C++ Win32 application framework; superceded by later Lawson Insight and web UIs."
"lawson-workflow","Lawson Workflow (Edinburgh project)","framework","Lawson Software","1996-2004","emerging","obsolete","aberdeen-1996-lawson-software-desktop-workflow","other-authors","Multi-level workflow architecture (personal/departmental/enterprise); integrated into Process Suites."
"win32-api","Microsoft Win32 API","platform","Microsoft","1993-present","emerging","active","aberdeen-1996-lawson-software-desktop-workflow","other-authors","Used by OED to support Windows 95 and NT 32-bit multitasking environments."
"java","Java (Sun Microsystems)","language","Sun Microsystems","1995-present","emerging","active","aberdeen-1996-lawson-software-desktop-workflow","other-authors","Planned for future OED release for Internet application deployment."
"mapi","MAPI (Messaging API)","protocol","Microsoft","1993-2010","mature","legacy-supported","aberdeen-1996-lawson-software-desktop-workflow","other-authors","Used by OED for email integration; VIM support planned for v7.0."
"wang-openworkflow","Wang OpenWorkflow","framework","Wang Laboratories","1994-1999","mature","obsolete","aberdeen-1996-lawson-software-desktop-workflow","other-authors","Third-party workflow engine supported as Lawson plug-in."
"dde-ole","Windows DDE / OLE","protocol","Microsoft","1990-2000","mature","legacy-supported","aberdeen-1996-lawson-software-desktop-workflow","other-authors","Inter-application data exchange mechanisms referenced for Windows integration."
"persistence-object-builder","Persistence Object Builder","framework","Persistence Software","1991-2004","emerging","obsolete","aberdeen-1996-live-object-caching-high-performance","other-authors","Maps C++ objects to RDBMS; reduces build time 30%; introduced 1991. Planned Java support by end 1996."
"persistence-object-server","Persistence Object Server","framework","Persistence Software","1993-2004","emerging","obsolete","aberdeen-1996-live-object-caching-high-performance","other-authors","Runtime product enabling live object caching; limitation: one client per cache in 1996."
"persistence-transapp-server","Persistence TransApp Server","framework","Persistence Software","1996-2004","emerging","obsolete","aberdeen-1996-live-object-caching-high-performance","other-authors","Planned for late 1996; would allow multiple clients per shared object cache."
"rdbms","Relational DBMS (general)","platform","Multiple (Oracle, Sybase, Informix, SQL Server)","1980-present","mature","active","aberdeen-1996-live-object-caching-high-performance","other-authors","Dominant data persistence layer; Persistence Object Builder maps C++ objects to relational tables."
"odbms","Object DBMS (ODBMS)","platform","Multiple (ObjectStore, Versant, etc.)","1986-2000","declining","obsolete","aberdeen-1996-live-object-caching-high-performance","other-authors","Failed to gain commercial traction per Aberdeen; relegated to narrow markets."
"java","Java","language","Sun Microsystems","1995-present","emerging","active","aberdeen-1996-live-object-caching-high-performance","other-authors","Persistence planned Java support by end 1996; Java later incorporated Persistence tech via EJB."
"cplusplus","C++","language","ISO/IEC","1985-present","mature","active","aberdeen-1996-live-object-caching-high-performance","other-authors","Primary language for Persistence Object Builder at time of study."
"corba-orb","CORBA / Object Request Broker (ORB)","protocol","Multiple (Iona Orbix, SunSoft NEO, Visigenic)","1991-2003","emerging","obsolete","aberdeen-1996-live-object-caching-high-performance","other-authors","Required for distributed OO applications with Persistence; Iona Orbix, SunSoft NEO, Visigenic, Expersoft supported."
"tp-monitor","TP Monitor (transaction processing monitor)","framework","Multiple (Encina/Transarc, TopEnd, Tuxedo)","1980-present","mature","active","aberdeen-1996-live-object-caching-high-performance","other-authors","Persistence supports Encina, TopEnd, Tuxedo; provides transaction coordination."
"ibm-s390","IBM S/390 Parallel Enterprise Server","platform","IBM","1994-2000","mature","obsolete","aberdeen-1996-mainframe-revival-short-lived-or-long-term","other-authors","G3/G4 generations; succeeded by zSeries (2000), System z (2006), IBM Z (2017)"
"amdahl-millennium","Amdahl Millennium","platform","Amdahl","1994-2000","mature","obsolete","aberdeen-1996-mainframe-revival-short-lived-or-long-term","other-authors","IBM S/390-compatible mainframe; discontinued when Amdahl dissolved 2000"
"parallel-sysplex","IBM Parallel Sysplex","platform","IBM","1994-present","emerging","active","aberdeen-1996-mainframe-revival-short-lived-or-long-term","other-authors","Mainframe clustering for high availability; still active in IBM Z systems"
"cmos-mainframe","CMOS Mainframe Processors","platform","IBM","1994-present","emerging","active","aberdeen-1996-mainframe-revival-short-lived-or-long-term","other-authors","Replaced bipolar; dramatically reduced cost and power consumption; foundational to revival"
"unix-server-farms","UNIX Server Farms","platform","Multiple","1990-present","mature","active","aberdeen-1996-mainframe-revival-short-lived-or-long-term","other-authors","Primary competitive alternative to mainframes for enterprise workloads in 1996"
"mvs-openedition","OpenEdition MVS (POSIX/UNIX for MVS)","platform","IBM","1993-2000","emerging","obsolete","aberdeen-1996-mainframe-revival-short-lived-or-long-term","other-authors","Enabled UNIX application portability on S/390; evolved into z/OS UNIX System Services"
"cis-platform","Customer Interaction Software (CIS)","application","Multiple vendors","1993-present","emerging","active","aberdeen-1996-managing-customers-next-gen-helpdesk","other-authors","Aberdeen's term for what became CRM software; encompassed sales, service, helpdesk, field service."
"sales-force-automation","Sales Force Automation (SFA)","application","Multiple","1990-present","emerging","active","aberdeen-1996-managing-customers-next-gen-helpdesk","other-authors","Sub-category of CIS; contact management, opportunity tracking."
"computer-telephony-integration","Computer-Telephony Integration (CTI)","platform","Multiple","1993-present","emerging","active","aberdeen-1996-managing-customers-next-gen-helpdesk","other-authors","Key CIS-related technology; links phone systems to customer databases."
"internet-cis","Internet-enabled CIS","application","Multiple","1996-present","emerging","active","aberdeen-1996-managing-customers-next-gen-helpdesk","other-authors","Aberdeen discusses 'unexpected implications' of Internet-enabled CIS in 1996 edition."
"workflow-cis","Workflow (CIS context)","framework","Multiple","1994-present","emerging","active","aberdeen-1996-managing-customers-next-gen-helpdesk","other-authors","Identified as key related CIS technology."
"problem-resolution-systems","Problem Resolution / Knowledge Base Systems","application","Multiple (Inference, etc.)","1993-present","emerging","active","aberdeen-1996-managing-customers-next-gen-helpdesk","other-authors","Key CIS technology; case-based reasoning and knowledge management for support."
"windows-nt-server-40","Windows NT Server 4.0","platform","Microsoft","1996-2000","emerging","obsolete","aberdeen-1996-microsoft-windows-nt-server-40","other-authors","Released August 24, 1996; added Windows 95 UI; IIS 2.0; PPTP; DCOM. Succeeded by Windows 2000 Server."
"novell-netware","Novell NetWare","platform","Novell","1983-2009","mature","obsolete","aberdeen-1996-microsoft-windows-nt-server-40","other-authors","Main NT Server competitor; 63% NOS market share at peak in early 1990s; declining by 1996."
"windows-nt-iis","Internet Information Server 2.0 (IIS)","application","Microsoft","1995-present","emerging","active","aberdeen-1996-microsoft-windows-nt-server-40","other-authors","Bundled with NT Server 4.0; Microsoft claims 40% faster than IIS 1.0; supports Web, gopher, FTP, ODBC."
"pptp","Point-to-Point Tunneling Protocol (PPTP)","protocol","Microsoft","1996-2010","emerging","legacy-supported","aberdeen-1996-microsoft-windows-nt-server-40","other-authors","Enables virtual private networks over public Internet; new in NT Server 4.0."
"dcom","Distributed COM (DCOM)","framework","Microsoft","1996-2010","emerging","legacy-supported","aberdeen-1996-microsoft-windows-nt-server-40","other-authors","Extends COM for cross-network component communication; uses same tools as COM."
"ldap","LDAP (Lightweight Directory Access Protocol)","protocol","IETF / University of Michigan","1993-present","emerging","active","aberdeen-1996-microsoft-windows-nt-server-40","other-authors","Adopted as standard by major networking vendors; promised as NT Server 5.0 core directory technology."
"os2-warp-server","IBM OS/2 Warp Server","platform","IBM","1994-2000","declining","obsolete","aberdeen-1996-microsoft-windows-nt-server-40","other-authors","NT Server competitor; IBM continued development after Microsoft exit; lost NOS market battle."
"smp-servers","Symmetric Multi-Processing (SMP) Servers","platform","Multiple (Intel, DEC, MIPS, PowerPC)","1990-present","emerging","active","aberdeen-1996-microsoft-windows-nt-server-40","other-authors","NT 4.0 tuned for 4-way SMP; NT scales to 32 processors."
"nevada-nevadaplatform","Mitel NeVaDa (Networked Voice and Data)","platform","Mitel Corporation","1996-2001","emerging","obsolete","aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward","other-authors","Integrated broadband enterprise backbone; voice/data/video on single OC-3 fiber; collapsed backbone star topology"
"sx-2000-pbx","Mitel SX-2000 LIGHT PBX","platform","Mitel Corporation","1984-2000","mature","obsolete","aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward","other-authors","Distributed PBX being evolved into NeVaDa integrated call server; modular LIGHT controller nodes"
"atm-sonet","ATM / SONET (OC-3 fiber backbone)","protocol","Multiple","1991-2005","emerging","obsolete","aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward","other-authors","OC-3 at 155 Mbps for NeVaDa backbone; ATM cell switching for voice+data; supplanted by Ethernet/IP by 2005"
"madge-multinet-hub","Madge MultiNet Intelligent Switching Hub","platform","Madge Networks","1994-2001","mature","obsolete","aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward","other-authors","1.28 Gbps LANswitch bus; Ethernet + Token Ring shared media; collapsed backbone hub for NeVaDa"
"mediapath-platform","Mitel MediaPath Software Platform","framework","Mitel Corporation","1994-2000","mature","obsolete","aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward","other-authors","CTI software platform for distributed open architectures; predecessor to NeVaDa integration"
